playerID,yearID,Split,G,GS,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+
castiwe01,2017,vs RHP as RHB,88,,267,248,,64,8,0,14,35,0,0,18,70,.258,.307,.460,.767,114,8,0,0,1,0,3,.303,89,108
castiwe01,2017,vs LHP as RHB,47,,98,93,,32,3,0,6,18,0,0,4,27,.344,.367,.570,.937,53,2,0,0,1,0,1,.426,130,141
castiwe01,2017,vs RH Starter,64,61,237,220,27,56,8,0,12,31,0,0,16,65,.255,.304,.455,.758,100,8,0,0,1,0,3,.306,87,100
castiwe01,2017,vs LH Starter,32,31,128,121,17,40,3,0,8,22,0,0,6,32,.331,.359,.554,.913,67,2,0,0,1,0,1,.390,124,142
castiwe01,2019,vs RHP,59,,161,149,13,30,4,0,10,27,0,0,10,47,.201,.255,.430,.684,64,5,1,0,1,0,2,.215,99,79
castiwe01,2019,vs LHP,41,,90,81,6,18,8,0,2,14,0,0,6,27,.222,.289,.395,.684,32,3,2,0,1,0,0,.302,103,78
castiwe01,2019,vs RHP as RHB,59,,161,149,,30,4,0,10,27,0,0,10,47,.201,.255,.430,.684,64,5,1,0,1,0,2,.215,99,83
castiwe01,2019,vs LHP as RHB,41,,90,81,,18,8,0,2,14,0,0,6,27,.222,.289,.395,.684,32,3,2,0,1,0,0,.302,103,74
castiwe01,2019,vs RH Starter,42,32,133,121,10,23,4,0,7,16,0,0,11,43,.190,.263,.397,.660,48,3,1,0,0,0,2,.225,94,73
castiwe01,2019,vs LH Starter,30,29,118,109,9,25,8,0,5,25,0,0,5,31,.229,.271,.440,.712,48,5,2,0,2,0,0,.267,107,84
castrha01,2019,vs RHP,91,,301,288,26,89,10,4,5,33,4,2,7,68,.309,.321,.424,.745,122,6,0,2,4,0,3,.384,116,98
castrha01,2019,vs LHP,40,,68,66,4,14,0,0,0,5,0,0,2,18,.212,.235,.212,.447,14,0,0,0,0,0,0,.292,32,20
castrha01,2019,vs RHP as LHB,91,,301,288,,89,10,4,5,33,0,0,7,68,.309,.321,.424,.745,122,6,0,2,4,0,3,.384,116,93
castrha01,2019,vs LHP as LHB,40,,68,66,,14,0,0,0,5,0,0,2,18,.212,.235,.212,.447,14,0,0,0,0,0,0,.292,32,27
castrha01,2019,vs RH Starter,81,77,321,307,23,85,9,4,5,32,4,2,9,77,.277,.295,.381,.676,117,6,0,2,3,0,2,.351,96,79
castrha01,2019,vs LH Starter,16,10,48,47,7,18,1,0,0,6,0,0,0,9,.383,.375,.404,.779,19,0,0,0,1,0,1,.462,128,108
castrja01,2015,vs RHP,97,,264,233,27,51,14,0,10,29,0,0,26,77,.219,.299,.408,.707,95,2,2,0,3,1,1,.275,117,95
castrja01,2015,vs LHP,56,,111,104,11,20,5,0,1,2,0,0,7,38,.192,.243,.269,.512,28,3,0,0,0,0,0,.292,60,44
castrja01,2015,vs RHP as LHB,97,,264,233,,51,14,0,10,29,0,0,26,77,.219,.299,.408,.707,95,2,2,0,3,1,1,.275,117,89
castrja01,2015,vs LHP as LHB,56,,111,104,,20,5,0,1,2,0,0,7,38,.192,.243,.269,.512,28,3,0,0,0,0,0,.292,60,54
castrja01,2015,vs RH Starter,74,72,265,238,28,53,14,0,10,28,0,0,22,77,.223,.291,.408,.698,97,2,2,0,3,1,1,.279,115,93
castrja01,2015,vs LH Starter,30,30,110,99,10,18,5,0,1,3,0,0,11,38,.182,.264,.263,.526,26,3,0,0,0,0,0,.283,65,49
castrja01,2016,vs RHP,99,,279,242,34,56,13,2,10,25,2,1,36,92,.231,.331,.426,.757,103,4,0,1,0,0,0,.329,121,105
castrja01,2016,vs LHP,54,,97,87,7,13,3,1,1,7,0,0,9,31,.149,.237,.241,.478,21,5,1,0,0,0,1,.218,41,32
castrja01,2016,vs RHP as LHB,99,,279,242,,56,13,2,10,25,0,0,36,92,.231,.331,.426,.757,103,4,0,1,0,0,0,.329,121,100
castrja01,2016,vs LHP as LHB,54,,97,87,,13,3,1,1,7,0,0,9,31,.149,.237,.241,.478,21,5,1,0,0,0,1,.218,41,43
castrja01,2016,vs RH Starter,84,81,293,258,35,55,12,3,10,27,2,0,34,97,.213,.305,.399,.704,103,6,0,1,0,0,0,.298,105,90
castrja01,2016,vs LH Starter,29,21,83,71,6,14,4,0,1,5,0,1,11,26,.197,.313,.296,.609,21,3,1,0,0,0,1,.295,81,69
castrja01,2017,vs RHP,101,,303,261,37,61,17,0,7,30,0,0,38,88,.234,.334,.379,.714,99,6,2,1,1,1,2,.323,98,92
castrja01,2017,vs LHP,61,,104,95,12,25,5,0,3,17,0,0,7,20,.263,.327,.411,.737,39,4,2,0,0,0,0,.306,104,98
castrja01,2017,vs RHP as LHB,101,,303,261,,61,17,0,7,30,0,0,38,88,.234,.334,.379,.714,99,6,2,1,1,1,2,.323,98,86
castrja01,2017,vs LHP as LHB,61,,104,95,,25,5,0,3,17,0,0,7,20,.263,.327,.411,.737,39,4,2,0,0,0,0,.306,104,116
castrja01,2017,vs RH Starter,89,86,335,293,41,69,18,0,7,35,0,0,37,95,.235,.326,.369,.695,108,7,3,1,1,1,2,.323,93,87
castrja01,2017,vs LH Starter,21,18,72,63,8,17,4,0,3,12,0,0,8,13,.270,.361,.476,.837,30,3,1,0,0,0,0,.298,131,124
castrja01,2019,vs RHP,73,,230,197,33,50,9,0,13,27,0,0,28,69,.254,.354,.497,.851,98,0,3,1,1,0,0,.319,121,125
castrja01,2019,vs LHP,29,,45,40,6,5,0,0,0,3,0,0,5,19,.125,.222,.125,.347,5,0,0,0,0,0,0,.238,-4,-4
castrja01,2019,vs RHP as LHB,73,,230,197,,50,9,0,13,27,0,0,28,69,.254,.354,.497,.851,98,0,3,1,1,0,0,.319,121,119
castrja01,2019,vs LHP as LHB,29,,45,40,,5,0,0,0,3,0,0,5,19,.125,.222,.125,.347,5,0,0,0,0,0,0,.238,-4,1
castrja01,2019,vs RH Starter,72,66,248,216,36,54,8,0,13,28,0,0,27,79,.250,.340,.468,.808,101,0,3,1,1,0,0,.328,110,113
castrja01,2019,vs LH Starter,7,6,27,21,3,1,1,0,0,2,0,0,6,9,.048,.259,.095,.354,2,0,0,0,0,0,0,.083,0,1
castrst01,2015,vs RHP,142,,453,426,36,111,16,2,11,59,3,5,17,71,.261,.294,.385,.679,164,15,5,1,4,6,6,.287,102,88
castrst01,2015,vs LHP,68,,125,121,16,34,7,0,0,10,2,0,4,20,.281,.304,.339,.643,41,3,0,0,0,0,1,.337,93,80
castrst01,2015,vs RHP as RHB,142,,453,426,,111,16,2,11,59,0,0,17,71,.261,.294,.385,.679,164,15,5,1,4,6,6,.287,102,94
castrst01,2015,vs LHP as RHB,68,,125,121,,34,7,0,0,10,0,0,4,20,.281,.304,.339,.643,41,3,0,0,0,0,1,.337,93,76
castrst01,2015,vs RH Starter,117,99,438,416,37,112,16,2,9,53,3,4,14,73,.269,.297,.382,.680,159,11,4,1,3,6,4,.306,102,88
castrst01,2015,vs LH Starter,34,34,140,131,15,33,7,0,2,16,2,1,7,18,.252,.293,.351,.644,46,7,1,0,1,0,3,.277,93,80
castrst01,2016,vs RHP,136,,438,415,48,113,19,0,16,55,4,0,15,86,.272,.297,.434,.731,180,9,2,1,5,1,6,.305,99,96
castrst01,2016,vs LHP,73,,172,162,15,43,10,1,5,15,0,0,9,32,.265,.308,.432,.740,70,6,1,0,0,0,2,.304,102,100
castrst01,2016,vs RHP as RHB,136,,438,415,,113,19,0,16,55,0,0,15,86,.272,.297,.434,.731,180,9,2,1,5,1,6,.305,99,100
castrst01,2016,vs LHP as RHB,73,,172,162,,43,10,1,5,15,0,0,9,32,.265,.308,.432,.740,70,6,1,0,0,0,2,.304,102,93
castrst01,2016,vs RH Starter,104,100,419,395,45,101,17,0,17,50,4,0,16,84,.256,.287,.428,.715,169,7,3,1,4,1,7,.282,95,92
castrst01,2016,vs LH Starter,47,46,191,182,18,55,12,1,4,20,0,0,8,34,.302,.330,.445,.775,81,8,0,0,1,0,1,.352,113,110
castrst01,2017,vs RHP,109,,358,337,52,99,9,1,14,56,2,0,14,70,.294,.327,.451,.778,152,7,4,0,3,0,4,.332,96,106
castrst01,2017,vs LHP,54,,115,106,14,34,9,0,2,7,0,0,9,23,.321,.374,.462,.836,49,2,0,0,0,1,2,.395,112,125
castrst01,2017,vs RHP as RHB,109,,358,337,,99,9,1,14,56,0,0,14,70,.294,.327,.451,.778,152,7,4,0,3,0,4,.332,96,112
castrst01,2017,vs LHP as RHB,54,,115,106,,34,9,0,2,7,0,0,9,23,.321,.374,.462,.836,49,2,0,0,0,1,2,.395,112,118
castrst01,2017,vs RH Starter,82,80,344,324,47,93,7,1,13,45,2,0,13,70,.287,.320,.435,.755,141,7,4,0,3,0,3,.328,91,100
castrst01,2017,vs LH Starter,30,30,129,119,19,40,11,0,3,18,0,0,10,23,.336,.388,.504,.892,60,2,0,0,0,1,3,.398,126,139
castrst01,2018,vs RHP,146,,491,453,57,124,23,1,10,42,5,4,33,95,.274,.320,.395,.715,179,17,0,0,5,2,11,.323,96,97
castrst01,2018,vs LHP,70,,156,140,19,41,9,1,2,12,1,0,15,29,.293,.359,.414,.773,58,1,0,0,1,1,2,.355,113,116
castrst01,2018,vs RHP as RHB,146,,491,453,,124,23,1,10,42,0,0,33,95,.274,.320,.395,.715,179,17,0,0,5,2,11,.323,96,102
castrst01,2018,vs LHP as RHB,70,,156,140,,41,9,1,2,12,0,0,15,29,.293,.359,.414,.773,58,1,0,0,1,1,2,.355,113,110
castrst01,2018,vs RH Starter,116,112,479,446,55,119,24,0,9,39,4,3,29,95,.267,.309,.381,.690,170,17,0,0,4,3,11,.318,89,90
castrst01,2018,vs LH Starter,38,37,168,147,21,46,8,2,3,15,2,1,19,29,.313,.387,.456,.843,67,1,0,0,2,0,2,.368,132,135
castrst01,2019,vs RHP,158,,502,472,48,119,24,4,13,65,2,2,20,83,.252,.283,.403,.685,190,18,3,0,7,1,3,.277,87,81
castrst01,2019,vs LHP,87,,174,164,20,53,7,0,9,21,0,0,8,28,.323,.351,.530,.881,87,5,0,0,2,1,0,.341,139,127
castrst01,2019,vs RHP as RHB,158,,502,472,,119,24,4,13,65,0,0,20,83,.252,.283,.403,.685,190,18,3,0,7,1,3,.277,87,86
castrst01,2019,vs LHP as RHB,87,,174,164,,53,7,0,9,21,0,0,8,28,.323,.351,.530,.881,87,5,0,0,2,1,0,.341,139,122
castrst01,2019,vs RH Starter,120,117,497,470,49,125,26,1,14,62,2,2,19,84,.266,.294,.415,.709,195,16,2,0,6,1,3,.294,93,87
castrst01,2019,vs LH Starter,42,42,179,166,19,47,5,3,8,24,0,0,9,27,.283,.318,.494,.812,82,7,1,0,3,1,0,.291,119,111
caveja01,2018,vs RHP,83,,237,216,47,62,14,2,10,32,2,1,15,73,.287,.335,.509,.844,110,2,2,1,3,2,2,.382,115,129
caveja01,2018,vs LHP,43,,72,67,7,13,2,0,3,13,0,0,3,29,.194,.239,.358,.598,24,0,1,1,0,0,2,.286,52,64
caveja01,2018,vs RHP as LHB,83,,237,216,,62,14,2,10,32,0,0,15,73,.287,.335,.509,.844,110,2,2,1,3,2,2,.382,115,122
caveja01,2018,vs LHP as LHB,43,,72,67,,13,2,0,3,13,0,0,3,29,.194,.239,.358,.598,24,0,1,1,0,0,2,.286,52,77
caveja01,2018,vs RH Starter,68,66,252,233,45,62,14,2,10,33,2,1,13,84,.266,.308,.472,.780,110,2,2,2,2,2,3,.369,98,112
caveja01,2018,vs LH Starter,23,12,57,50,9,13,2,0,3,12,0,0,5,18,.260,.333,.480,.813,24,0,1,0,1,0,1,.333,108,123
cervefr01,2015,vs RHP,120,,394,351,41,102,15,1,5,36,1,1,33,72,.291,.365,.382,.747,134,7,8,2,0,1,5,.354,94,109
cervefr01,2015,vs LHP,58,,116,100,15,31,2,4,2,7,0,0,13,22,.310,.386,.470,.856,47,5,0,2,1,0,0,.377,122,139
cervefr01,2015,vs RHP as RHB,120,,394,351,,102,15,1,5,36,0,0,33,72,.291,.365,.382,.747,134,7,8,2,0,1,5,.354,94,116
cervefr01,2015,vs LHP as RHB,58,,116,100,,31,2,4,2,7,0,0,13,22,.310,.386,.470,.856,47,5,0,2,1,0,0,.377,122,132
cervefr01,2015,vs RH Starter,99,96,392,350,43,101,15,1,4,31,1,1,34,73,.289,.363,.371,.735,130,10,7,1,0,1,5,.355,91,106
cervefr01,2015,vs LH Starter,31,29,118,101,13,32,2,4,3,12,0,0,12,21,.317,.391,.505,.896,51,2,1,3,1,0,0,.372,132,149
cervefr01,2016,vs RHP,100,,331,274,32,66,13,1,1,30,4,2,47,65,.241,.356,.307,.663,84,10,5,0,5,1,4,.305,90,84
cervefr01,2016,vs LHP,33,,62,52,10,20,1,0,0,3,2,0,9,7,.385,.484,.404,.888,21,4,1,0,0,0,1,.444,154,147
cervefr01,2016,vs RHP as RHB,100,,331,274,,66,13,1,1,30,0,0,47,65,.241,.356,.307,.663,84,10,5,0,5,1,4,.305,90,88
cervefr01,2016,vs LHP as RHB,33,,62,52,,20,1,0,0,3,0,0,9,7,.385,.484,.404,.888,21,4,1,0,0,0,1,.444,154,140
cervefr01,2016,vs RH Starter,84,80,324,268,32,71,12,1,1,30,5,2,46,61,.265,.377,.328,.705,88,10,5,0,5,1,4,.332,102,96
cervefr01,2016,vs LH Starter,17,16,69,58,10,15,2,0,0,3,1,0,10,11,.259,.377,.293,.670,17,4,1,0,0,0,1,.319,91,88
cervefr01,2017,vs RHP,76,,236,206,25,52,12,1,4,20,0,0,24,50,.252,.343,.379,.722,78,6,5,0,1,0,2,.314,103,94
cervefr01,2017,vs LHP,33,,68,59,6,14,1,1,1,11,0,2,8,15,.237,.338,.339,.677,20,1,1,0,0,0,2,.302,91,85
cervefr01,2017,vs RHP as RHB,76,,236,206,,52,12,1,4,20,0,0,24,50,.252,.343,.379,.722,78,6,5,0,1,0,2,.314,103,100
cervefr01,2017,vs LHP as RHB,33,,68,59,,14,1,1,1,11,0,0,8,15,.237,.338,.339,.677,20,1,1,0,0,0,2,.302,91,79
cervefr01,2017,vs RH Starter,60,55,223,194,25,51,10,1,4,20,0,0,23,44,.263,.354,.387,.741,75,5,5,0,1,0,3,.320,108,100
cervefr01,2017,vs LH Starter,21,20,81,71,6,15,3,1,1,11,0,2,9,21,.211,.309,.324,.633,23,2,1,0,0,0,1,.286,78,72
cervefr01,2018,vs RHP,94,,301,250,28,66,13,3,8,41,0,2,33,62,.264,.375,.436,.811,109,5,13,2,3,0,2,.317,100,124
cervefr01,2018,vs LHP,55,,103,82,11,20,2,0,4,16,2,1,18,22,.244,.388,.415,.803,34,2,2,0,1,1,0,.281,99,125
cervefr01,2018,vs RHP as RHB,94,,301,250,,66,13,3,8,41,0,0,33,62,.264,.375,.436,.811,109,5,13,2,3,0,2,.317,100,130
cervefr01,2018,vs LHP as RHB,55,,103,82,,20,2,0,4,16,0,0,18,22,.244,.388,.415,.803,34,2,2,0,1,1,0,.281,99,120
cervefr01,2018,vs RH Starter,77,73,298,245,30,64,12,3,9,40,1,2,36,61,.261,.380,.445,.825,109,6,13,1,3,1,2,.309,104,128
cervefr01,2018,vs LH Starter,27,25,106,87,9,22,3,0,3,17,1,1,15,23,.253,.371,.391,.762,34,1,2,1,1,0,0,.306,89,114
cespeyo01,2015,vs RHP,150,,521,494,84,153,38,5,27,80,7,4,18,99,.310,.338,.571,.909,282,11,5,0,4,3,7,.339,108,147
cespeyo01,2015,vs LHP,75,,155,139,17,31,4,1,8,25,0,1,15,42,.223,.297,.439,.736,61,3,0,0,1,2,0,.256,72,103
cespeyo01,2015,vs RHP as RHB,150,,521,494,,153,38,5,27,80,0,0,18,99,.310,.338,.571,.909,282,11,5,0,4,3,7,.339,108,155
cespeyo01,2015,vs LHP as RHB,75,,155,139,,31,4,1,8,25,0,0,15,42,.223,.297,.439,.736,61,3,0,0,1,2,0,.256,72,97
cespeyo01,2015,vs RH Starter,120,117,510,480,83,149,38,5,27,84,7,2,21,98,.310,.341,.579,.920,278,10,4,0,5,4,7,.339,111,151
cespeyo01,2015,vs LH Starter,39,38,166,153,18,35,4,1,8,21,0,3,12,43,.229,.289,.425,.714,65,4,1,0,0,1,0,.265,67,97
cespeyo01,2016,vs RHP,125,,438,394,55,105,19,1,25,70,2,1,32,89,.266,.329,.510,.839,201,12,7,0,5,3,4,.281,89,124
cespeyo01,2016,vs LHP,52,,105,85,17,29,6,0,6,16,1,0,19,19,.341,.457,.624,1.081,53,2,0,0,1,5,1,.377,147,192
cespeyo01,2016,vs RHP as RHB,125,,438,394,,105,19,1,25,70,0,0,32,89,.266,.329,.510,.839,201,12,7,0,5,3,4,.281,89,129
cespeyo01,2016,vs LHP as RHB,52,,105,85,,29,6,0,6,16,0,0,19,19,.341,.457,.624,1.081,53,2,0,0,1,5,1,.377,147,183
cespeyo01,2016,vs RH Starter,103,99,428,383,57,104,20,1,24,69,3,1,37,83,.272,.339,.517,.856,198,11,4,0,4,5,5,.286,93,129
cespeyo01,2016,vs LH Starter,29,27,115,96,15,30,5,0,7,17,0,0,14,25,.313,.409,.583,.992,56,3,3,0,2,3,0,.348,126,168
cespeyo01,2017,vs RHP,77,,233,213,32,65,12,1,11,31,0,1,18,40,.305,.361,.526,.886,112,5,1,0,1,3,1,.331,100,134
cespeyo01,2017,vs LHP,34,,88,78,14,20,5,1,6,11,0,0,8,21,.256,.330,.577,.906,45,2,1,0,1,2,0,.269,101,139
cespeyo01,2017,vs RHP as RHB,77,,233,213,,65,12,1,11,31,0,0,18,40,.305,.361,.526,.886,112,5,1,0,1,3,1,.331,100,141
cespeyo01,2017,vs LHP as RHB,34,,88,78,,20,5,1,6,11,0,0,8,21,.256,.330,.577,.906,45,2,1,0,1,2,0,.269,101,131
cespeyo01,2017,vs RH Starter,54,51,212,196,32,58,10,1,10,26,0,1,14,33,.296,.344,.510,.855,100,7,1,0,1,1,1,.312,92,125
cespeyo01,2017,vs LH Starter,27,25,109,95,14,27,7,1,7,16,0,0,12,28,.284,.367,.600,.967,57,0,1,0,1,4,0,.328,115,155
chapmma01,2017,vs RHP,78,,233,208,29,48,17,2,10,28,0,3,22,61,.231,.309,.476,.785,99,2,2,0,1,0,2,.275,100,107
chapmma01,2017,vs LHP,44,,93,82,10,20,6,0,4,12,0,0,10,31,.244,.323,.463,.786,38,0,0,0,1,0,1,.333,101,110
chapmma01,2017,vs RHP as RHB,78,,233,208,,48,17,2,10,28,0,0,22,61,.231,.309,.476,.785,99,2,2,0,1,0,2,.275,100,112
chapmma01,2017,vs LHP as RHB,44,,93,82,,20,6,0,4,12,0,0,10,31,.244,.323,.463,.786,38,0,0,0,1,0,1,.333,101,103
chapmma01,2017,vs RH Starter,56,55,215,194,27,48,16,2,9,26,0,3,19,57,.247,.316,.490,.806,95,2,1,0,1,0,3,.302,105,112
chapmma01,2017,vs LH Starter,28,28,111,96,12,20,7,0,5,14,0,0,13,35,.208,.306,.438,.744,42,0,1,0,1,0,0,.263,91,98
chapmma01,2018,vs RHP,137,,438,387,72,106,32,4,20,54,1,2,42,102,.274,.354,.532,.886,206,13,7,0,2,0,1,.322,104,140
chapmma01,2018,vs LHP,75,,178,160,28,46,10,2,4,14,0,0,16,44,.288,.360,.450,.810,72,5,2,0,0,0,2,.375,90,125
chapmma01,2018,vs RHP as RHB,137,,438,387,,106,32,4,20,54,0,0,42,102,.274,.354,.532,.886,206,13,7,0,2,0,1,.322,104,147
chapmma01,2018,vs LHP as RHB,75,,178,160,,46,10,2,4,14,0,0,16,44,.288,.360,.450,.810,72,5,2,0,0,0,2,.375,90,119
chapmma01,2018,vs RH Starter,95,94,404,357,68,100,29,4,19,47,1,2,39,94,.280,.359,.543,.902,194,9,6,0,2,0,2,.329,108,145
chapmma01,2018,vs LH Starter,50,50,212,190,32,52,13,2,5,21,0,0,19,52,.274,.349,.442,.791,84,9,3,0,0,0,1,.353,85,119
chapmma01,2019,vs RHP,148,,491,429,73,109,28,2,25,66,1,1,50,112,.254,.344,.503,.848,216,9,10,0,2,0,4,.286,100,123
chapmma01,2019,vs LHP,78,,179,154,29,36,8,1,11,25,0,0,23,35,.234,.335,.513,.848,79,3,1,0,1,0,3,.229,99,119
chapmma01,2019,vs RHP as RHB,148,,491,429,,109,28,2,25,66,0,0,50,112,.254,.344,.503,.848,216,9,10,0,2,0,4,.286,100,129
chapmma01,2019,vs LHP as RHB,78,,179,154,,36,8,1,11,25,0,0,23,35,.234,.335,.513,.848,79,3,1,0,1,0,3,.229,99,114
chapmma01,2019,vs RH Starter,108,105,462,405,71,97,30,1,25,56,0,1,46,104,.240,.329,.504,.833,204,9,9,0,2,0,6,.259,96,118
chapmma01,2019,vs LH Starter,48,47,208,178,31,48,6,2,11,35,1,0,27,43,.270,.370,.511,.881,91,3,2,0,1,0,1,.296,109,131
chavimi01,2019,vs RHP,89,,271,241,35,64,7,1,10,41,1,1,28,90,.266,.347,.427,.774,103,6,2,0,0,2,2,.383,104,107
chavimi01,2019,vs LHP,58,,111,106,11,24,3,0,8,17,1,0,3,37,.226,.261,.481,.742,51,5,2,0,0,0,0,.262,89,89
chavimi01,2019,vs RHP as RHB,89,,271,241,,64,7,1,10,41,0,0,28,90,.266,.347,.427,.774,103,6,2,0,0,2,2,.383,104,112
chavimi01,2019,vs LHP as RHB,58,,111,106,,24,3,0,8,17,0,0,3,37,.226,.261,.481,.742,51,5,2,0,0,0,0,.262,89,84
chavimi01,2019,vs RH Starter,65,57,263,231,34,59,9,0,13,43,2,1,28,84,.255,.346,.463,.809,107,8,4,0,0,2,2,.343,112,114
chavimi01,2019,vs LH Starter,30,28,119,116,12,29,1,1,5,15,0,0,3,43,.250,.269,.405,.674,47,3,0,0,0,0,0,.353,75,75
chiriro01,2015,vs RHP,65,,178,150,23,32,11,0,6,23,0,0,19,40,.213,.310,.407,.717,61,3,3,4,2,0,0,.245,88,98
chiriro01,2015,vs LHP,41,,95,83,10,22,5,1,4,11,0,0,9,22,.265,.351,.494,.845,41,1,2,1,0,0,2,.316,121,134
chiriro01,2015,vs RHP as RHB,65,,178,150,,32,11,0,6,23,0,0,19,40,.213,.310,.407,.717,61,3,3,4,2,0,0,.245,88,104
chiriro01,2015,vs LHP as RHB,41,,95,83,,22,5,1,4,11,0,0,9,22,.265,.351,.494,.845,41,1,2,1,0,0,2,.316,121,127
chiriro01,2015,vs RH Starter,46,43,159,136,21,35,13,0,6,24,0,0,16,36,.257,.346,.485,.831,66,3,3,3,1,0,0,.305,117,129
chiriro01,2015,vs LH Starter,32,30,114,97,12,19,3,1,4,10,0,0,12,26,.196,.295,.371,.666,36,1,2,2,1,0,2,.221,76,85
chiriro01,2017,vs RHP,78,,227,192,31,41,10,1,11,24,0,0,23,61,.214,.327,.448,.775,86,5,10,1,1,0,2,.248,79,106
chiriro01,2017,vs LHP,45,,82,71,15,26,3,0,6,14,1,0,11,18,.366,.451,.662,1.113,47,0,0,0,0,0,0,.426,156,196
chiriro01,2017,vs RHP as RHB,78,,227,192,,41,10,1,11,24,0,0,23,61,.214,.327,.448,.775,86,5,10,1,1,0,2,.248,79,111
chiriro01,2017,vs LHP as RHB,45,,82,71,,26,3,0,6,14,0,0,11,18,.366,.451,.662,1.113,47,0,0,0,0,0,0,.426,156,187
chiriro01,2017,vs RH Starter,58,54,202,171,31,42,9,1,11,25,0,0,22,46,.246,.353,.503,.856,86,4,7,1,1,0,2,.270,98,127
chiriro01,2017,vs LH Starter,30,28,107,92,15,25,4,0,6,13,1,0,12,33,.272,.374,.511,.885,47,1,3,0,0,0,0,.358,105,137
chiriro01,2018,vs RHP,102,,305,258,31,57,10,1,13,47,1,0,29,104,.221,.338,.419,.756,108,4,17,0,1,0,3,.310,100,108
chiriro01,2018,vs LHP,59,,121,102,17,23,5,0,5,18,1,0,16,36,.225,.339,.422,.760,43,3,2,0,1,0,1,.290,101,112
chiriro01,2018,vs RHP as RHB,102,,305,258,,57,10,1,13,47,0,0,29,104,.221,.338,.419,.756,108,4,17,0,1,0,3,.310,100,114
chiriro01,2018,vs LHP as RHB,59,,121,102,,23,5,0,5,18,0,0,16,36,.225,.339,.422,.760,43,3,2,0,1,0,1,.290,101,106
chiriro01,2018,vs RH Starter,73,66,267,231,24,46,7,0,12,37,1,0,23,96,.199,.307,.385,.692,89,5,13,0,0,0,3,.276,83,90
chiriro01,2018,vs LH Starter,40,39,159,129,24,34,8,1,6,28,1,0,22,44,.264,.390,.481,.871,62,2,6,0,2,0,1,.346,130,142
chiriro01,2019,vs RHP,107,,323,282,43,64,14,1,14,41,0,1,24,93,.227,.315,.433,.747,122,7,13,2,2,0,7,.282,89,98
chiriro01,2019,vs LHP,58,,114,84,14,23,8,0,3,17,1,1,27,32,.274,.439,.476,.915,40,4,0,0,3,1,1,.385,134,142
chiriro01,2019,vs RHP as RHB,107,,323,282,,64,14,1,14,41,0,0,24,93,.227,.315,.433,.747,122,7,13,2,2,0,7,.282,89,103
chiriro01,2019,vs LHP as RHB,58,,114,84,,23,8,0,3,17,0,0,27,32,.274,.439,.476,.915,40,4,0,0,3,1,1,.385,134,137
chiriro01,2019,vs RH Starter,81,76,312,262,42,63,13,1,14,49,0,1,32,87,.240,.345,.458,.803,120,8,12,2,4,1,7,.297,103,113
chiriro01,2019,vs LH Starter,33,30,125,104,15,24,9,0,3,9,1,1,19,38,.231,.352,.404,.756,42,3,1,0,1,0,1,.328,93,101
chiselo01,2015,vs RHP,100,,297,275,32,68,17,1,6,35,4,0,18,60,.247,.294,.382,.676,105,0,1,1,2,3,1,.294,103,87
chiselo01,2015,vs LHP,38,,65,58,6,14,2,0,1,9,0,1,5,9,.241,.297,.328,.624,19,0,0,1,1,0,0,.265,89,75
chiselo01,2015,vs RHP as LHB,100,,297,275,,68,17,1,6,35,0,0,18,60,.247,.294,.382,.676,105,0,1,1,2,3,1,.294,103,81
chiselo01,2015,vs LHP as LHB,38,,65,58,,14,2,0,1,9,0,0,5,9,.241,.297,.328,.624,19,0,0,1,1,0,0,.265,89,87
chiselo01,2015,vs RH Starter,74,74,285,265,30,65,15,1,5,31,4,1,17,59,.245,.289,.366,.655,97,0,0,1,2,3,1,.296,97,82
chiselo01,2015,vs LH Starter,32,12,77,68,8,17,4,0,2,13,0,0,6,10,.250,.316,.397,.713,27,0,1,1,1,0,0,.263,114,98
chiselo01,2016,vs RHP,117,,366,339,37,100,21,4,8,53,6,0,18,60,.295,.332,.451,.784,153,4,3,2,4,2,3,.335,104,111
chiselo01,2016,vs LHP,36,,52,46,6,10,4,1,0,4,0,0,5,10,.217,.294,.348,.642,16,0,0,1,0,0,0,.278,69,75
chiselo01,2016,vs RHP as LHB,117,,366,339,,100,21,4,8,53,0,0,18,60,.295,.332,.451,.784,153,4,3,2,4,2,3,.335,104,106
chiselo01,2016,vs LHP as LHB,36,,52,46,,10,4,1,0,4,0,0,5,10,.217,.294,.348,.642,16,0,0,1,0,0,0,.278,69,91
chiselo01,2016,vs RH Starter,98,92,365,337,40,99,23,4,7,51,6,0,20,63,.294,.334,.448,.782,151,3,2,3,3,1,3,.341,104,111
chiselo01,2016,vs LH Starter,28,8,53,48,3,11,2,1,1,6,0,0,3,7,.229,.283,.375,.658,18,1,1,0,1,1,0,.244,72,78
chiselo01,2017,vs RHP,77,,210,189,26,52,15,1,10,43,1,2,16,45,.275,.333,.524,.857,99,5,2,0,3,2,1,.307,93,125
chiselo01,2017,vs LHP,39,,60,47,8,16,2,0,2,10,1,0,9,10,.340,.456,.511,.967,24,1,1,3,0,0,0,.400,125,162
